col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,label_0,label_1,label_2,label_3,label_4,label_5,label_6,label_7,label_8,label_9,label_10,label_11,label_12,label_13,label_14,label_15,label_16,label_17,label_18,label_19,label_20,label_21,label_22,label_23,label_24,label_25
_24,Denmark,_1958,Right,_3,_3,High/ High,Lean,7,7,6,8,7,8,8,8,6,7,5,7,6,4,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
_23,Belgium,_1970,Right,_4,_4,High/ Medium,Lean,8,8,7,8,8,9,8,7,9,8,2,7,4,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
_24,Germany,_2078,Left,_3,_3,High/ Medium,Normal,7,8,8,8,8,7,6,8,7,9,8,7,8,7,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
_25,Italy,_1936,Right,_5,_3,Medium/ Medium,Lean,8,3,7,7,8,8,8,7,8,7,8,6,8,8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_25,Brazil,_1883,Right,_3,_4,High/ Low,Lean,7,8,7,8,8,8,8,8,7,7,3,7,4,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
_28,Romania,_1866,Right,_3,_2,Medium/ Medium,Lean,5,6,7,6,7,7,7,7,7,8,8,5,8,8,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_29,Italy,_1728,Right,_3,_3,High/ Low,Normal,3,8,5,7,7,7,6,8,6,8,2,5,5,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_29,Argentina,_2060,Right,_3,_4,High/ High,Normal,8,6,8,8,8,8,8,8,8,8,7,8,5,7,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
_25,Germany,_1854,Right,_4,_3,High/ Medium,Normal,6,8,6,7,7,7,7,8,5,8,2,6,5,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_29,Morocco,_2056,Right,_4,_3,High/ Medium,Normal,8,7,8,8,8,7,6,7,7,7,8,8,7,8,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
_27,Mexico,_1957,Right,_4,_3,High/ High,Lean,7,8,7,7,7,7,8,8,5,8,5,7,5,3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_27,Argentina,_1980,Right,_3,_3,High/ High,Normal,6,8,6,8,8,6,6,8,6,8,6,6,6,5,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_27,Uruguay,_1876,Right,_4,_3,High/ Low,Stocky,6,8,5,7,8,7,7,7,7,8,3,7,2,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_26,Colombia,_2002,Right,_3,_3,High/ Medium,Normal,7,5,7,7,8,8,9,8,8,6,8,6,7,8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_26,Spain,_1897,Right,_5,_4,High/ Medium,Normal,7,7,7,8,8,6,6,8,8,7,6,8,5,4,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
_27,France,_2106,Left,_2,_4,High/ High,Normal,8,6,8,8,8,8,8,8,9,8,7,8,7,7,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
_24,England,_1616,Right,_3,_2,Medium/ High,Normal,5,2,6,5,7,6,6,8,5,4,8,4,8,8,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_24,Netherlands,_1884,Left,_4,_3,Medium/ Medium,Lean,7,3,7,7,7,7,7,7,6,7,8,5,8,8,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
_27,Peru,_1928,Right,_4,_4,High/ Medium,Normal,8,7,6,9,8,9,9,7,8,8,3,7,2,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
_28,Spain,_1765,Right,_3,_2,Medium/ High,Lean,5,2,6,5,7,7,7,8,7,5,8,4,8,8,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
_27,France,_1897,Left,_3,_4,High/ Medium,Lean,7,8,6,8,8,9,9,8,7,8,4,8,5,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
_26,Brazil,_2079,Right,_3,_3,Medium/ Medium,Stocky,6,6,8,7,8,7,8,7,8,8,8,8,7,8,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
_27,Czech Republic,_2083,Right,_4,_3,High/ High,Lean,8,7,8,8,8,7,7,7,9,8,7,8,7,6,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
_26,Italy,_1880,Right,_4,_4,High/ Medium,Normal,7,6,7,8,9,7,8,7,7,7,3,8,6,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
_27,Portugal,_1679,Right,_3,_2,Medium/ High,Normal,3,3,6,6,6,7,6,7,5,7,8,3,8,8,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_28,Germany,_1690,Right,_3,_2,Medium/ Medium,Normal,5,3,6,4,7,6,7,8,6,5,8,5,8,8,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_28,Belgium,_2001,Right,_4,_4,Medium/ Medium,Normal,7,7,7,8,8,7,8,8,5,8,4,8,4,4,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
_31,Spain,_1996,Right,_4,_2,Medium/ High,Normal,8,4,7,6,8,6,7,8,7,8,8,6,7,8,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
_26,England,_1632,Right,_4,_2,High/ High,Normal,3,4,7,6,7,4,5,8,4,7,8,5,8,8,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_31,Chile,_2022,Left,_3,_3,High/ Low,Lean,5,7,8,8,8,7,7,8,4,8,8,8,6,7,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
_26,Sweden,_1939,Right,_3,_4,High/ High,Stocky,7,8,6,8,8,7,7,8,6,8,3,7,6,3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_26,Spain,_1748,Right,_2,_2,High/ Medium,Normal,5,4,8,6,8,5,4,8,5,5,8,6,8,8,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_26,Spain,_1787,Right,_3,_2,Medium/ High,Normal,4,3,7,6,7,5,5,7,6,6,8,7,8,7,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
_29,Spain,_1970,Left,_4,_4,High/ High,Normal,7,8,7,8,8,8,8,8,7,8,4,8,3,2,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
_30,Israel,_2078,Right,_4,_3,Medium/ Medium,Normal,8,7,8,7,8,6,7,8,8,7,7,8,7,6,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
_27,France,_1823,Right,_3,_2,Medium/ High,Normal,5,5,7,6,7,4,5,7,6,8,8,5,8,7,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_28,Poland,_1951,Right,_3,_3,Medium/ High,Normal,6,4,8,7,8,6,7,7,5,8,8,7,7,7,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
_29,Uruguay,_1992,Left,_4,_4,Medium/ Medium,Normal,8,7,8,8,8,7,7,8,8,7,4,8,4,4,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
_25,Turkey,_2105,Right,_4,_4,Medium/ High,Lean,8,6,8,8,8,7,7,7,8,8,7,8,6,6,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
_34,Argentina,_1933,Right,_3,_4,Medium/ Low,Stocky,7,8,7,8,8,7,7,7,7,8,3,8,4,5,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
_26,Greece,_1719,Right,_3,_2,Low/ High,Stocky,4,2,5,4,5,6,6,7,6,7,6,4,8,8,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
_30,Ivory Coast,_1966,Right,_3,_4,High/ High,Lean,7,8,7,8,8,9,8,8,7,7,5,7,3,4,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
_32,France,_2079,Right,_3,_3,High/ Medium,Normal,8,6,7,7,8,7,7,8,7,7,8,6,8,8,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
_27,Nigeria,_2110,Right,_4,_4,Medium/ Medium,Normal,8,7,7,8,8,8,8,8,8,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0
_30,Austria,_2178,Right,_4,_3,High/ High,Stocky,8,7,8,8,8,8,7,8,9,8,8,8,7,6,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
_30,Spain,_2011,Right,_4,_4,Medium/ Medium,Normal,8,7,8,8,8,6,5,8,7,8,7,8,6,7,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
_30,Austria,_1943,Right,_3,_2,Medium/ High,Normal,6,4,7,7,7,7,7,7,6,7,8,6,8,8,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
_30,Portugal,_2114,Left,_2,_4,High/ Medium,Lean,8,7,8,8,8,8,8,8,8,7,8,8,7,8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
_40,Brazil,_1807,Right,_3,_3,Medium/ Medium,Normal,6,5,7,6,7,3,4,7,6,6,8,7,8,8,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_26,Serbia,_2101,Right,_2,_3,Medium/ Medium,Normal,7,6,8,6,8,6,7,7,6,9,7,7,7,7,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
_30,Argentina,_1983,Right,_3,_3,High/ Medium,Stocky,7,8,7,7,8,7,7,8,6,8,5,7,5,4,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_30,Mexico,_1967,Right,_3,_4,Medium/ Low,Lean,8,8,8,8,8,7,8,7,8,7,4,8,5,5,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
_32,Spain,_1891,Right,_4,_3,Medium/ Low,Normal,8,8,8,8,8,7,7,8,7,8,4,8,3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
_28,France,_1927,Right,_4,_4,Medium/ Low,Lean,7,7,7,8,8,8,8,7,8,7,6,7,3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
_27,Brazil,_1839,Right,_2,_2,High/ Medium,Lean,4,3,7,6,7,7,7,8,7,8,8,5,8,8,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_33,Brazil,_2022,Right,_5,_4,Medium/ Medium,Normal,8,6,8,7,8,6,6,7,8,9,7,9,7,6,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
_32,Japan,_2041,Left,_3,_4,Medium/ High,Normal,8,7,8,8,8,8,8,7,8,8,4,8,6,5,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
_29,Russia,_1810,Right,_3,_3,High/ Medium,Stocky,6,8,6,7,8,7,7,8,3,8,3,7,2,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_34,Greece,_2092,Left,_2,_3,High/ Medium,Lean,8,6,7,7,8,7,8,7,7,8,7,6,8,8,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
_31,Spain,_1976,Right,_3,_3,Medium/ High,Normal,5,6,8,7,8,6,6,7,5,8,8,6,7,8,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_31,Uruguay,_1921,Right,_3,_2,Medium/ High,Lean,7,4,7,6,7,8,8,7,7,7,8,6,8,8,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
_29,Portugal,_1882,Right,_3,_2,Medium/ Medium,Normal,6,5,7,6,6,5,5,7,7,7,8,6,8,8,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_29,England,_2057,Right,_4,_3,Medium/ High,Normal,7,6,8,8,8,6,5,8,7,7,8,8,8,8,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
_29,England,_1616,Right,_3,_2,Medium/ Medium,Normal,5,3,6,5,6,4,5,8,5,4,8,5,8,8,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_31,Ivory Coast,_1877,Right,_3,_3,High/ Low,Lean,8,7,7,8,8,9,9,8,8,7,4,7,4,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
_26,England,_2050,Right,_3,_3,Low/ Medium,Lean,7,7,8,7,8,6,6,7,7,9,6,8,6,6,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
_31,Finland,_2010,Right,_4,_4,Medium/ High,Lean,8,7,8,8,8,7,7,7,7,8,5,9,6,6,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
_30,Netherlands,_2130,Right,_4,_3,High/ High,Normal,8,7,8,7,7,7,6,8,7,8,8,8,8,7,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
_30,Netherlands,_1988,Right,_4,_4,High/ Medium,Normal,8,7,6,8,8,9,9,8,8,8,2,8,4,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
_33,Brazil,_2160,Left,_5,_4,High/ Medium,Normal,8,6,8,8,8,8,7,8,8,9,8,7,8,8,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
_27,England,_1644,Right,_3,_2,Medium/ High,Normal,4,3,6,5,7,6,5,8,7,5,8,5,8,8,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_33,Germany,_2048,Left,_3,_4,Medium/ Low,Normal,8,8,7,8,8,8,8,8,7,9,4,8,5,4,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_31,Argentina,_2029,Left,_5,_4,High/ Medium,Normal,8,6,8,8,8,8,8,8,7,6,8,7,7,8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
_32,Spain,_1963,Left,_3,_2,Medium/ High,Normal,7,6,7,6,8,5,6,8,7,7,8,7,8,8,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
_29,France,_2058,Left,_4,_4,High/ Medium,Normal,8,7,7,8,8,9,9,8,9,8,3,7,5,4,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
_23,England,_2056,Right,_3,_3,Medium/ Medium,Normal,9,6,8,7,8,7,6,7,8,7,7,8,6,6,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
_31,Austria,_1975,Right,_4,_3,High/ Medium,Normal,7,8,7,7,7,8,8,8,6,8,4,7,5,3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_29,Cameroon,_1916,Right,_3,_4,High/ Low,Normal,8,8,6,8,8,9,9,8,7,8,3,7,3,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0
_23,Uruguay,_1922,Left,_2,_3,Medium/ Low,Normal,7,7,6,8,8,7,8,7,6,8,3,8,4,4,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
_31,Germany,_2063,Right,_4,_3,Medium/ Medium,Normal,8,7,8,8,8,7,7,8,8,8,8,8,7,7,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
_21,Spain,_1831,Left,_3,_3,High/ Medium,Lean,8,3,7,7,8,8,7,8,7,6,8,6,8,8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_30,United States,_2007,Right,_4,_3,Medium/ Medium,Normal,8,7,7,8,8,8,8,8,7,7,7,7,6,7,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
_28,Argentina,_1745,Right,_3,_2,Medium/ High,Normal,3,5,6,6,6,6,7,7,6,7,8,4,8,8,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_30,Togo,_1886,Right,_3,_3,High/ Medium,Normal,8,6,7,8,8,8,8,7,8,7,3,8,4,3,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
_29,Brazil,_1952,Right,_4,_3,High/ Medium,Normal,7,7,6,7,7,8,9,8,7,9,5,7,4,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_24,Brazil,_2086,Left,_5,_3,High/ Medium,Normal,7,7,7,8,8,7,5,8,7,8,7,8,7,7,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
_33,Spain,_1860,Right,_3,_2,Medium/ High,Stocky,5,5,7,5,7,3,4,7,5,8,8,5,8,7,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_30,Czech Republic,_1824,Right,_3,_2,Low/ High,Normal,4,5,7,6,7,6,7,7,7,6,7,5,7,8,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_23,Netherlands,_2130,Left,_4,_3,High/ High,Stocky,8,7,8,8,8,8,7,8,8,8,8,7,7,7,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
_27,Turkey,_1911,Left,_3,_4,Medium/ Medium,Normal,8,7,8,8,8,7,7,7,9,7,5,8,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
_28,France,_1991,Right,_4,_3,Medium/ Medium,Lean,7,8,6,7,8,8,8,8,7,8,4,8,5,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
_34,France,_1831,Right,_2,_3,Medium/ Low,Lean,7,8,7,7,7,5,5,8,6,8,3,7,3,4,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_35,Spain,_1914,Right,_2,_4,Medium/ Medium,Normal,8,8,7,8,8,7,7,8,7,8,3,8,4,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
_29,Cameroon,_1890,Right,_4,_4,Medium/ Medium,Normal,7,8,7,8,8,8,8,7,7,8,4,7,3,3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_35,Argentina,_1904,Left,_3,_2,High/ Medium,Normal,7,4,7,6,7,7,7,8,7,7,7,6,8,7,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_23,Netherlands,_1991,Left,_3,_2,Medium/ High,Normal,6,5,8,7,8,7,7,7,7,7,8,7,8,7,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
_25,Colombia,_1860,Right,_3,_4,High/ High,Normal,7,7,6,8,8,9,9,7,8,8,4,7,5,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
_27,Ukraine,_1820,Right,_3,_3,High/ High,Normal,5,6,8,7,8,7,7,8,5,5,8,8,7,7,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
_27,France,_2031,Right,_4,_4,Medium/ Medium,Normal,8,7,8,8,8,6,6,7,7,8,6,8,6,5,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
_28,Germany,_1804,Right,_3,_2,Medium/ Medium,Normal,5,3,7,6,6,5,6,8,4,8,8,7,8,8,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_29,Belgium,_2035,Right,_4,_3,High/ Medium,Stocky,7,7,8,8,8,6,6,7,5,8,7,8,6,7,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
_27,Colombia,_1976,Left,_3,_3,High/ Low,Stocky,7,5,6,8,8,9,9,7,8,7,7,5,7,8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_21,England,_1908,Right,_4,_4,High/ Medium,Lean,7,7,7,8,8,8,7,7,8,8,5,8,4,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
_33,Morocco,_2017,Right,_2,_3,Medium/ Medium,Normal,6,5,8,7,8,7,6,8,7,7,8,7,7,7,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
_29,Morocco,_1923,Left,_3,_4,High/ Low,Lean,7,7,7,8,8,9,8,8,8,8,4,7,3,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
_26,Italy,_1845,Left,_3,_3,High/ Low,Normal,7,8,6,8,8,7,7,7,6,8,2,7,2,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_28,Scotland,_2015,Left,_4,_4,High/ Medium,Normal,8,7,7,8,8,8,7,8,8,8,5,8,6,5,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
_28,Argentina,_1905,Right,_4,_4,Medium/ Low,Normal,7,8,6,8,8,8,8,7,8,8,4,7,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
_34,Spain,_1928,Right,_3,_2,Medium/ High,Normal,6,5,7,6,7,5,4,8,6,7,8,7,8,8,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
_25,Turkey,_1997,Left,_3,_4,High/ High,Lean,7,7,8,8,8,7,8,7,7,8,5,8,6,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
_24,France,_2064,Left,_4,_3,High/ Medium,Normal,8,6,7,7,8,8,8,8,8,8,7,7,7,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
_25,Ukraine,_2085,Left,_4,_4,Medium/ Medium,Stocky,8,7,8,8,8,7,7,7,7,9,6,8,5,6,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
_27,England,_1965,Right,_3,_3,High/ High,Normal,7,8,7,8,8,8,8,8,6,8,3,7,5,3,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
_23,Argentina,_1670,Right,_2,_2,Low/ Medium,Lean,3,4,6,4,5,6,7,7,4,5,8,5,8,8,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_28,Spain,_1536,Right,_3,_2,Medium/ Medium,Stocky,2,2,7,3,7,3,4,8,3,7,8,4,6,8,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_27,Cape Verde,_1989,Right,_3,_4,Medium/ Medium,Normal,7,7,7,8,8,9,9,8,9,8,4,7,4,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
_21,England,_2006,Right,_4,_3,Medium/ Medium,Normal,7,6,8,8,8,7,7,7,8,6,7,8,6,7,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
_32,Argentina,_2028,Right,_3,_3,Medium/ High,Normal,7,6,8,7,8,7,7,8,7,7,7,8,7,7,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
_30,Brazil,_2123,Left,_5,_3,High/ High,Normal,8,5,7,7,7,8,8,7,7,8,7,6,7,8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
_32,Spain,_1919,Right,_3,_4,Medium/ Low,Normal,6,8,7,8,8,7,5,8,7,8,5,8,3,2,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
_26,Spain,_2063,Right,_3,_4,Medium/ Medium,Lean,8,7,7,8,8,8,9,8,9,7,7,6,6,8,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
_29,Spain,_1888,Right,_3,_3,Medium/ Medium,Lean,5,6,8,7,8,3,4,8,5,7,8,8,8,7,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
_27,Germany,_2074,Right,_4,_4,High/ High,Lean,8,7,8,8,8,6,7,8,7,7,7,8,6,6,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
